eval_index,eval_filename,name,source_group,logical_id,source_path,prompt
113,0113.mp4,RoboWM_012,RoboWM68,0012,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0012.mp4,"The robotic arm picks up the white cup from the table and moves it above the beige trash bin then releases the gripper so the cup falls into the bin. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
114,0114.mp4,RoboWM_013,RoboWM68,0013,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0013.mp4,"The robotic arm picks up the white cup from the table to a certain height. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
115,0115.mp4,RoboWM_014,RoboWM68,0014,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0014.mp4,"The robotic arm picks up the white cup from the table to a certain height. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
116,0116.mp4,RoboWM_015,RoboWM68,0015,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0015.mp4,"The robotic arm picks up the white cup from the table to a certain height. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
117,0117.mp4,RoboWM_016,RoboWM68,0016,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0016.mp4,"The robotic arm picks up the white cup from the table to a certain height. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
118,0118.mp4,RoboWM_017,RoboWM68,0017,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0017.mp4,"The robotic arm picks up the white cube from the table to a certain height. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
119,0119.mp4,RoboWM_018,RoboWM68,0018,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0018.mp4,"The robotic arm picks up the white cup from the table to a certain height. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
120,0120.mp4,RoboWM_019,RoboWM68,0019,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0019.mp4,"The robotic arm picks up the banana from the table to a certain height. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
121,0121.mp4,RoboWM_020,RoboWM68,0020,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0020.mp4,"The robotic arm picks up the banana from the table to a certain height. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
122,0122.mp4,RoboWM_021,RoboWM68,0021,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0021.mp4,"The robotic arm picks up the brown paper cup from the tabletop to a certain height. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
123,0123.mp4,RoboWM_022,RoboWM68,0022,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0022.mp4,"The robotic arm picks up the brown paper cup from the table to a certain height. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
124,0124.mp4,RoboWM_023,RoboWM68,0023,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0023.mp4,"The robotic arm pulls the yellow cube on the table inward a short distance. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
125,0125.mp4,RoboWM_024,RoboWM68,0024,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0024.mp4,"The robotic arm pulls the yellow cube on the table inward a short distance. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
126,0126.mp4,RoboWM_025,RoboWM68,0025,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0025.mp4,"The robotic arm pulls the yellow cube on the table inward a short distance. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
127,0127.mp4,RoboWM_026,RoboWM68,0026,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0026.mp4,"The robotic arm pulls the white tape on the table inward a short distance. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
128,0128.mp4,RoboWM_027,RoboWM68,0027,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0027.mp4,"The robotic arm pulls the white tape roll on the table inward a short distance. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
129,0129.mp4,RoboWM_028,RoboWM68,0028,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0028.mp4,"The robotic arm pulls the white tape roll a short distance toward the robotic arm's interior. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
130,0130.mp4,RoboWM_029,RoboWM68,0029,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0029.mp4,"The robotic arm pulls the brown cube on the table inward a short distance. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
131,0131.mp4,RoboWM_030,RoboWM68,0030,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0030.mp4,"The robotic arm pulls the brown cube on the table inward a short distance. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
132,0132.mp4,RoboWM_031,RoboWM68,0031,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0031.mp4,"The robotic arm pulls the brown cube on the table inward a short distance. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
133,0133.mp4,RoboWM_032,RoboWM68,0032,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0032.mp4,"The robotic arm pulls the brown cube on the table inward a short distance. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
134,0134.mp4,RoboWM_033,RoboWM68,0033,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0033.mp4,"The robotic arm pushes the yellow cube on the table a short distance away from the robotic arm. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
135,0135.mp4,RoboWM_034,RoboWM68,0034,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0034.mp4,"The robotic arm pushes the yellow cube on the table outward a short distance. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
136,0136.mp4,RoboWM_035,RoboWM68,0035,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0035.mp4,"The robotic arm pushes the yellow cube on the table outward a short distance. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
137,0137.mp4,RoboWM_036,RoboWM68,0036,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0036.mp4,"The robotic arm pushes the white tape roll on the table a short distance away from the robotic arm. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
138,0138.mp4,RoboWM_037,RoboWM68,0037,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0037.mp4,"The robotic arm pushes the white tape roll on the table a short distance away from the robotic arm. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
139,0139.mp4,RoboWM_038,RoboWM68,0038,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0038.mp4,"The robotic arm pushes the white roll of tape on the table outward away from the robotic arm a short distance. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
140,0140.mp4,RoboWM_039,RoboWM68,0039,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0039.mp4,"The robotic arm pushes the brown cube on the table away from the robotic arm for a short distance. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
141,0141.mp4,RoboWM_040,RoboWM68,0040,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0040.mp4,"The robotic arm pushes the brown cube on the table outward a short distance. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
142,0142.mp4,RoboWM_041,RoboWM68,0041,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0041.mp4,"The robotic arm pushes the brown cube on the table a short distance away from the robotic arm. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
143,0143.mp4,RoboWM_042,RoboWM68,0042,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0042.mp4,"The robotic arm pushes the brown cube on the table away from the arm a short distance. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
144,0144.mp4,RoboWM_043,RoboWM68,0043,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0043.mp4,"The robotic arm closes its gripper and then presses the button on the table surface. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
145,0145.mp4,RoboWM_044,RoboWM68,0044,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0044.mp4,"The robotic arm closes its gripper and then presses the button on the table surface. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
146,0146.mp4,RoboWM_045,RoboWM68,0045,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0045.mp4,"The robotic arm closes its gripper and then presses the button on the table surface. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
147,0147.mp4,RoboWM_046,RoboWM68,0046,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0046.mp4,"The robotic arm closes its gripper and then presses the button on the table surface. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
148,0148.mp4,RoboWM_047,RoboWM68,0047,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0047.mp4,"The robotic arm closes its gripper and then presses the button on the table surface. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
149,0149.mp4,RoboWM_048,RoboWM68,0048,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0048.mp4,"The robotic arm picks up the yellow banana from the table moves it above the open drawer releases the gripper letting the banana fall into the drawer then closes the gripper pushing the drawer back to the closed position. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
150,0150.mp4,RoboWM_049,RoboWM68,0049,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0049.mp4,"The yellow banana on the table is picked up by the robotic arm, moved above the open drawer, the gripper is released allowing the banana to fall into the drawer, then the gripper closes pushing the drawer back to the closed position. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
151,0151.mp4,RoboWM_050,RoboWM68,0050,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0050.mp4,"The robotic arm picks up the yellow banana from the table moves it above the open drawer and releases the gripper letting the banana fall into the drawer then closes the gripper to push the drawer back to the closed position. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
152,0152.mp4,RoboWM_051,RoboWM68,0051,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0051.mp4,"The yellow banana is picked up by the robotic arm, moved above the open drawer, the gripper is released to let the banana fall into the drawer, then the gripper closes to push the drawer back to the closed position. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
153,0153.mp4,RoboWM_052,RoboWM68,0052,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0052.mp4,"The robotic arm picks up the yellow banana from the table moves it above the open drawer releases the gripper letting the banana fall into the drawer then closes the gripper pushing the drawer back to the closed position. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
154,0154.mp4,RoboWM_053,RoboWM68,0053,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0053.mp4,"The robotic arm picks up the yellow cube from the table moves it above the open drawer releases the gripper letting the yellow cube fall into the drawer then closes the gripper pushing the drawer back to the closed position. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
155,0155.mp4,RoboWM_054,RoboWM68,0054,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0054.mp4,"The robotic arm picks up the yellow cube from the table moves it above the open drawer releases the gripper letting the yellow cube fall into the drawer then closes the gripper pushing the drawer back to the closed position. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
156,0156.mp4,RoboWM_055,RoboWM68,0055,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0055.mp4,"The robotic arm picks up the yellow cube from the table moves it above the open drawer releases the gripper letting the yellow cube fall into the drawer then closes the gripper pushing the drawer back to the closed position. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
157,0157.mp4,RoboWM_056,RoboWM68,0056,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0056.mp4,"The robotic arm picks up the yellow cube from the table moves it above the open drawer releases the gripper letting the yellow cube fall into the drawer then closes the gripper pushing the drawer back to the closed position. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
158,0158.mp4,RoboWM_057,RoboWM68,0057,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0057.mp4,"The robotic arm picks up the yellow cube from the table moves it above the open drawer releases the gripper letting the yellow cube fall into the drawer then closes the gripper pushing the drawer back to the closed position. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
159,0159.mp4,RoboWM_058,RoboWM68,0058,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0058.mp4,"The robotic arm picks up the white cup from the table and moves the gripper above the plate then releases the gripper to place the cup on the plate. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
160,0160.mp4,RoboWM_059,RoboWM68,0059,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0059.mp4,"The robotic arm picks up the white cup from the table and moves the gripper above the plate then releases the gripper to place the cup on the plate. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
161,0161.mp4,RoboWM_060,RoboWM68,0060,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0060.mp4,"The robotic arm picks up the white cup from the table and moves the gripper above the plate then releases the cup placing it on the plate. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
162,0162.mp4,RoboWM_061,RoboWM68,0061,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0061.mp4,"The robotic arm picks up the white cup from the table and moves the gripper above the plate then releases the gripper to place the cup on the plate. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
163,0163.mp4,RoboWM_062,RoboWM68,0062,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0062.mp4,"The robotic arm picks up the brown cup from the table and moves the gripper above the plate then releases the gripper to place the cup on the plate. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
164,0164.mp4,RoboWM_063,RoboWM68,0063,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0063.mp4,"The robotic arm picks up the brown paper cup from the table and moves the gripper above the plate then releases the gripper to place the cup on the plate. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
165,0165.mp4,RoboWM_064,RoboWM68,0064,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0064.mp4,"The robotic arm picks up the small white cube from the table and moves the gripper above the plate then releases the gripper to place the white cube on the plate. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
166,0166.mp4,RoboWM_065,RoboWM68,0065,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0065.mp4,"The robotic arm picks up the brown cup from the table and moves the gripper above the plate then releases the gripper to place the cup on the plate. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
167,0167.mp4,RoboWM_066,RoboWM68,0066,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0066.mp4,"The robotic arm picks up the green cup from the table and moves the gripper above the plate then releases the gripper to place the cup on the plate. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
168,0168.mp4,RoboWM_067,RoboWM68,0067,/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/robowm_lvp_68_numbered/videos/0067.mp4,"The robotic arm picks up the green cup from the table and moves the gripper above the plate then releases the gripper to place the cup on the plate. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged."
