name,score,prompt,reason
LVP_073,5,A right hand reaches to grab the black gas nozzle from its holster on a white and yellow Shell gas pump.,"The sequence shows a human hand reaching for and grasping a gas nozzle from its holster on a Shell gas pump, which is a common and physically plausible action. There are no floating parts, no spontaneous object appearances, and the grasp is physically grounded with clear contact. The motion follows natural human interaction with a gas pump, making it consistent with common-sense expectations."
LVP_074,5,A person's right hand turns the thumb-turn of the brass deadbolt lock on a white door.,"The video shows a human hand interacting with a brass deadbolt lock in a sequence that follows common-sense expectations: the thumb-turn is grasped and rotated, which is a standard action for locking or unlocking a door. There are no physical grounding violations, no spontaneous object appearances, and no false grasps. The motion is plausible and consistent with real-world human interaction with a door lock."
LVP_075,5,"A right hand unscrews the white lid from a large, translucent plastic jar that is sitting on a dark, speckled countertop.","The video shows a right hand unscrewing a white lid from a large plastic jar in a physically plausible and common-sense manner. The hand grips the lid, applies torque, and gradually removes it without floating, penetrating, or false attachment. The sequence progresses logically: initial grip, twisting motion, lid separation, and final removal. No anomalies are present, and the interaction adheres to real-world physics and human behavior."
LVP_076,5,"A person's left hand reaches to grab the top black, octagonal 'Iron Grip' weight plate from a stack on a yellow Hammer Strength machine.","The sequence shows a human hand reaching for, grasping, and lifting a stack of black 'Iron Grip' weight plates from a yellow Hammer Strength machine. The motion is physically plausible: the hand approaches, makes contact, applies force to lift, and the plates move as expected under gravity. There are no floating parts, no spontaneous object appearances, and the grasp is clearly contact-based. The interaction follows common-sense human behavior for handling weights in a gym setting. All frames are consistent with each other and with real-world physics."
LVP_077,5,"A right hand moves a white ergonomic mouse leftwards, sliding it from its position on top of the black keyboard.","The video shows a human hand interacting with a white ergonomic mouse on a black keyboard. The hand moves the mouse leftwards across the keyboard surface in a smooth, continuous motion. All frames show consistent physical grounding: the hand and mouse are properly attached to the keyboard and desk without floating or penetrating other objects. There are no spontaneous appearances of objects, and the interaction is physically plausible. The motion is consistent with common human behavior when using a mouse. The sequence is coherent and follows expected human-level interaction patterns."
LVP_078,5,A left hand reaches into the open blue and white bottle of vitamins sitting on a white plastic cart.,"The video shows a human hand interacting with a bottle of vitamins on a cart in a physically plausible and common-sense manner. The hand moves toward the bottle, grasps it, and lifts it away from the cart. There are no floating objects, no spontaneous appearances, and the grasp is physically grounded with clear contact. The sequence is consistent with how a person would naturally reach for and pick up an item. No anomalies are present."
LVP_079,5,"A hand, extending from a blue sleeve, reaches for the brushed metal lever handle on the white paneled door and lifts it upward.","The sequence shows a hand in a blue sleeve approaching, grasping, and lifting a brushed metal door handle on a white paneled door, culminating in the door opening. The motion is physically plausible and consistent with human interaction. There are no floating parts, spontaneous object appearances, or false grasps. The hand makes clear contact with the handle, and the door opens naturally as expected. The sequence adheres to common-sense expectations for opening a door."
LVP_080,5,"A right hand flips the black cover of the open spiral notebook over the gridded page, closing the notebook on the round, mirrored table.","The video shows a right hand flipping the cover of an open spiral notebook to close it, which is a natural, physically grounded, and common-sense action. There are no floating parts, no spontaneous object appearances, and the hand makes clear physical contact with the notebook throughout the motion. The sequence progresses logically and matches human interaction expectations. The motion is smooth and plausible, with no false grasps or penetrations. All frames are consistent with the described action."
LVP_081,5,"A person's left hand, wearing a grey sweatshirt, turns the large silver control knob on the front of a grey LG washing machine.","The video shows a person's hand interacting with a washing machine's control knob in a manner that is physically plausible and consistent with common human behavior. The hand is properly grounded, making contact with the knob, and the knob rotates as expected when turned. There are no floating objects, spontaneous appearances, or false grasps. The sequence accurately depicts the action of turning a control knob on a washing machine, which is a routine household task. All frames are consistent with each other and with real-world physics and human interaction."
LVP_082,5,A right hand reaches for a black eraser resting in a black holder attached to a whiteboard to erase the purple triangle drawn on the board.,"The video shows a hand reaching for and picking up a black eraser from a holder attached to a whiteboard, then moving it toward the purple triangle drawn on the board. The hand grasps the eraser with clear physical contact, and the eraser moves with the hand without floating or penetrating other objects. The sequence is physically plausible and consistent with common human actions for erasing a whiteboard. There are no spontaneous appearances or non-contact attachments. The motion is smooth and follows natural human behavior."
LVP_083,1,"From a first-person perspective, a right hand clenched into a fist moves to punch a glass safety railing overlooking a lower floor with a polished terrazzo surface.","The video shows a hand moving toward a glass railing in a sequence that appears to depict a punch. However, the hand never makes contact with the glass, and the motion is inconsistent with a realistic punch. The hand appears to be hovering or moving without causing any visible impact or deformation on the glass, which violates physical realism. Additionally, the sequence lacks the expected momentum and follow-through of a punch. This is a major violation of common-sense expectations for human-level interactions, as a punch would involve contact, force transfer, and likely a reaction from the object being struck. The frames also show no signs of the hand penetrating or intersecting the glass, so there is no physical grounding violation. However, the action itself is implausible and staged, making the overall sequence inconsistent with human behavior."
LVP_084,5,A right hand pushes down the open blue lid of a recycling bin located on a street curb.,"The video shows a human hand pushing down the lid of a blue recycling bin in a realistic, step-by-step manner. There are no physical grounding violations, no spontaneous object appearances, and the hand interacts with the bin lid in a physically plausible way. The sequence follows common-sense expectations for opening a bin: the hand presses down, the lid opens, and then the hand is seen placing an item inside. The motion is smooth and consistent with human behavior. All frames are coherent and show a natural progression of action without any anomalies."
LVP_085,5,"A right hand holding a key with a black head moves it towards the silver deadbolt lock on a white door, positioned above a silver doorknob.","The video shows a human hand holding a key and moving it toward and into a deadbolt lock on a door, which is a common and physically plausible action. There are no floating objects, no spontaneous appearances, and the key is clearly held and manipulated by the hand without false attachment. The sequence follows natural human behavior for unlocking a door, making it consistent with common-sense expectations."
LVP_086,5,A left hand reaches for the handle on the left side of a white dryer door and pulls it open.,"The video shows a left hand reaching for and pulling open a dryer door, which is a common, physically plausible human action. There are no floating parts, no spontaneous object appearances, and the hand makes clear physical contact with the handle throughout the sequence. The motion is consistent with real-world interaction, and the final frames show the door opening to reveal the interior drum. All elements are grounded and the interaction is physically and semantically coherent."
LVP_087,5,"A right hand reaches toward a white, single-toggle light switch on a beige wall to flick it upward.","The video shows a human hand reaching toward and flicking a standard light switch in a realistic, sequential manner. There are no physical grounding violations, no spontaneous object appearances, and the interaction with the switch is physically plausible and consistent with human behavior. The motion of the hand and the switch's response follow common-sense expectations for turning a light on and off."
LVP_088,5,A right hand with dark nail polish reaches for a black rectangular eraser resting on a light-colored wooden surface.,"The video shows a right hand with dark nail polish reaching for and grasping a black rectangular eraser on a wooden surface. The motion is sequential and physically plausible: the hand approaches, makes contact, and lifts the eraser. There are no floating objects, no spontaneous appearances, and the grasp is physically grounded with clear contact. The sequence aligns with common-sense human interaction for picking up an object."
LVP_089,5,A right hand in a grey sleeve reaches to lift the stainless steel pan lid from the black electric stovetop.,"The sequence shows a human hand in a grey sleeve lifting a stainless steel pan lid from a stovetop in a natural, step-by-step manner. There are no floating parts, no spontaneous object appearances, and the grasp is physically plausible with clear contact. The action follows common-sense kitchen behavior: reaching for the lid, grasping the handle, lifting it, and setting it aside. The motion is smooth and consistent with human interaction. No anomalies are present, and the action is fully grounded and realistic."
LVP_090,5,"A right hand tears down a paper sign with a ""Berkeley Physics Lab"" logo from a glass door.","The video shows a human hand peeling a paper sign off a glass door in a sequence that follows realistic physics and human interaction. The hand makes contact with the sign, applies force, and the sign detaches and falls, which is consistent with common-sense expectations. There are no floating objects, no spontaneous appearances, and no non-contact attachment. The motion is plausible and grounded in reality."
LVP_091,5,A right hand reaches towards an orange and white traffic cone sitting on a white line in an asphalt parking lot.,"The video shows a right hand reaching toward an orange and white traffic cone on asphalt, with natural progression of motion across frames. There are no physical grounding violations (hand and cone remain grounded), no spontaneous object appearances, and no false grasps — the hand approaches the cone without touching it in any frame, which is plausible as a reaching gesture. The sequence aligns with common human behavior: reaching for an object. No anomalies are present."
LVP_092,5,"A hand reaches up to press the horizontal metal panic bar, which has a green indicator light, on a white door.","The video shows a hand approaching and pressing a horizontal metal panic bar on a door, which is a common and physically plausible human interaction. The hand is consistently grounded and interacts with the bar without penetration or floating. There are no spontaneous object appearances, and the motion is continuous and realistic. The green indicator light remains on, which is consistent with the panic bar being activated or in standby. All frames show coherent, human-level actions without violations."
LVP_093,5,A person's left hand reaches toward the handle of a stainless steel oven to pull it open.,"The sequence shows a human hand reaching for and pulling open a stainless steel oven door in a realistic, step-by-step manner. There are no physical grounding violations (the hand and oven are properly grounded), no spontaneous object appearances, and the grasp is physically plausible with clear contact. The motion follows common-sense expectations for opening an oven door: initial approach, grip, pull, and full opening. The progression is smooth and consistent with human interaction."
LVP_094,4,"A person's right hand rests on the black dial of a silver Patton floor fan, which is positioned on a counter in front of shelves stocked with cases of instant noodles.","The video shows a person's hand interacting with a Patton floor fan's dial in a retail setting surrounded by instant noodle cases. The hand's motion is consistent with adjusting the fan's settings. There are no physical grounding violations, no spontaneous object appearances, and the interaction is plausible. The scene is common-sense consistent: a person adjusting a fan in a store. The only minor issue is that the fan is a floor fan placed on a counter, which is unusual but not physically impossible or illogical. Overall, the interaction is human-level and plausible."
LVP_095,5,"A hand wipes a light brown, wood-grain floor with a white paper towel.","The video shows a hand wiping a wooden floor with a paper towel in a sequence that is physically plausible and consistent with human cleaning behavior. There are no floating objects, no spontaneous appearances, and no false grasps. The hand and paper towel interact naturally with the floor surface, and the motion is continuous and realistic. This aligns with common-sense expectations for human-level interactions."
LVP_096,5,A hand holding a silver fork moves it from over the black mug and places it into the red cup decorated with a dog pattern.,"The video shows a hand moving a fork from above a black mug to a red cup with a dog pattern, which is a plausible and common human action. There are no physical grounding violations, no spontaneous object appearances, and the grasp and placement of the fork are physically consistent. The motion is smooth and follows natural human interaction patterns, making it fully consistent with common-sense expectations."
LVP_097,5,"The left hand holds an open book, its thumb placed on the bottom corner of the right-hand page, and turns the page to the left.","The video shows a human hand turning a page in a book in a physically plausible and common-sense manner. The thumb is placed on the bottom corner of the right-hand page, and the page is turned to the left, which is the standard way to turn pages in a book. There are no floating parts, no spontaneous object appearances, and no false grasps. The interaction is consistent with how a human would naturally handle a book."
LVP_098,5,"A person places their left hand, palm facing up, under the nozzle of a black and clear Purell hand sanitizer dispenser mounted on a black stand.","The video shows a person placing their hand under a Purell hand sanitizer dispenser, which is a common and expected human interaction. The hand position changes slightly across frames, which is plausible as the person adjusts their hand to receive the sanitizer. There are no floating objects, no spontaneous appearances, and no non-contact attachments. The sequence is physically grounded and consistent with common-sense expectations for using a hand sanitizer dispenser. The only minor issue is that the dispenser appears to dispense sanitizer in the last frame, which is expected behavior, but the hand position in the final frame is slightly awkward for receiving a full dose, which is not a major violation."
LVP_099,5,"A right hand reaches towards a row of books on a wooden shelf to pull out the blue hardcover book titled ""molecular genetics of bacteria.""","The video shows a human hand reaching for and pulling out a blue hardcover book from a shelf in a natural, sequential manner. There are no physical grounding violations (the hand and books remain properly grounded and do not intersect), no spontaneous object appearances, and the grasp is physically plausible with clear contact. The action follows common-sense expectations for retrieving a book from a shelf. The motion is smooth and realistic, with no false grasps or unnatural movements. All frames are consistent with human interaction."
RoboWM_000,5,"The robotic arm closes its grippers and pushes the drawer back to the closed position. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm closing its grippers and pushing a drawer back into place. There are no physical grounding violations (no floating or intersecting parts), no spontaneous object appearances, and the grasp is physically plausible with clear contact. The motion is consistent with how a human would expect a robotic arm to interact with a drawer: closing the grippers and applying force to push the drawer shut. The sequence is mechanically plausible and adheres to common-sense expectations for robotic manipulation."
RoboWM_001,5,"The robotic arm closes its gripper and pushes the drawer back to the closed position. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm closing its gripper and pushing a drawer back into place. There are no physical grounding violations (no floating or intersecting parts), no spontaneous object appearances, and the grasp is physically plausible as the gripper makes contact with the drawer handle. The motion follows common-sense robotic behavior for a task like this. The sequence is consistent with human-level expectations for a robot performing a simple manipulation task."
RoboWM_002,5,"The robotic arm closes its grippers and pushes the drawer back to the closed position. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm closing its grippers and pushing a drawer back into place. There are no physical grounding violations (no floating or penetrating parts), no spontaneous object appearances, and the grasp is physically plausible with clear contact. The motion is consistent with human-level expectations for robotic manipulation: the gripper closes, applies force to push the drawer, and returns it to its closed position. The robotic arm's joints move in a mechanically plausible way, and the camera perspective remains static. All elements behave as expected in a real-world robotic task."
RoboWM_003,5,"The robotic arm picks up the yellow cube from the table and moves it above the trash bin then releases the gripper so the cube falls into the bin. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm performing a standard pick-and-place task: it approaches a yellow cube, grasps it, lifts it above a trash bin, and releases it. The gripper's jaws open and close without deformation, and the arm's movements follow its mechanical structure. There are no floating parts, no spontaneous object appearances, and the grasp is physically plausible with clear contact. The sequence is consistent with human-level expectations for robotic manipulation. However, the motion is slightly jerky and the camera angle is static, which might be a minor artifact of AI generation, but does not constitute a violation of common-sense physics or interaction."
RoboWM_004,4,"The robotic arm picks up the yellow cube from the table and moves it above the trash bin then releases the gripper so the cube falls into the bin. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm picking up a yellow cube, moving it over a trash bin, and releasing it. The gripper opens and closes appropriately, and the cube is physically contacted and held during the grasp. The arm's motion is mechanically plausible, with no floating, penetration, or spontaneous appearance. The sequence aligns with common-sense expectations for robotic manipulation tasks. However, the motion is slightly jerky and the cube's trajectory is not perfectly smooth, which might suggest minor AI-generated artifacts, but no major violations are present."
RoboWM_005,5,"The robotic arm picks up the blue cube from the table and moves it above the trash bin then releases the gripper so the cube falls into the bin. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm performing a standard pick-and-place task: grasping a blue cube, lifting it, moving it over a trash bin, and releasing it. The gripper's jaws open and close without deformation, the arm's joints move within plausible mechanical constraints, and the camera perspective is static. There are no floating parts, no spontaneous object appearances, and the grasp is physically plausible with clear contact. The sequence aligns with common-sense expectations for robotic manipulation."
RoboWM_006,5,"The robotic arm picks up the brown paper cup from the table and moves it above the beige trash bin then releases the gripper so the cup falls into the bin. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm performing a standard pick-and-place task: it grasps a brown paper cup, lifts it above a beige trash bin, and releases it. The gripper's jaws open and close without structural deformation, and the arm's motion follows its mechanical structure. There are no floating parts, no spontaneous object appearances, and the grasp is physically plausible with clear contact. The sequence aligns with common-sense expectations for robotic manipulation, making it fully consistent with human-level understanding of such tasks."
RoboWM_007,5,"The robotic arm picks up the white cube from the table and moves it above the trash bin then releases the gripper so the cube falls into the bin. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video depicts a robotic arm performing a standard pick-and-place task: it grasps a white cube, lifts it above a trash bin, and releases it. The gripper's motion is consistent with mechanical constraints (no deformation, only jaw angle change), and the arm's joints move according to its physical structure. There are no floating parts, spontaneous appearances, or non-contact grasps. The sequence is physically plausible and aligns with common-sense expectations for robotic manipulation. However, the description mentions a 'white cube' but the frames show a white cube being manipulated, and the trash bin is beige, which is consistent. The task is straightforward and correctly executed, warranting a high score."
RoboWM_008,5,"The robotic arm picks up the brown paper cup from the table and moves it above the beige trash bin then releases the gripper so the cup falls into the bin. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm performing a standard pick-and-place task: it grasps a brown paper cup, lifts it above a trash bin, and releases it. The gripper's jaws open and close without deformation, and the arm's joints move in a physically plausible, mechanically constrained manner. There are no floating parts, no spontaneous object appearances, and the grasp is maintained through clear physical contact. The sequence aligns with common-sense expectations for robotic manipulation. While the motion is smooth and the camera is static, the task is fundamentally realistic and mechanically sound, warranting a high score."
RoboWM_009,5,"The robotic arm picks up the brown paper cup from the table and moves it above the beige trash bin then releases the gripper so the cup falls into the bin. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm performing a standard pick-and-place task: it grasps a brown paper cup, lifts it above a trash bin, and releases it. The gripper's motion is consistent with mechanical operation—only the jaw angle changes, not the structure. The arm's joints move in a physically plausible manner without deformation or penetration. The cup is physically contacted and held by the gripper before being released. There are no floating parts, spontaneous appearances, or non-contact attachments. The sequence follows common-sense physics and robotic behavior, making it fully consistent with human-level expectations for such a task."
RoboWM_010,4,"The robotic arm picks up the white cup from the table and moves it above the beige trash bin then releases the gripper so the cup falls into the bin. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm performing a standard pick-and-place task: it grasps a white cup, lifts it, moves it over a beige trash bin, and releases it. The gripper's jaws open and close without deformation, and the arm's movements are mechanically plausible. There are no floating parts, no spontaneous object appearances, and the grasp is physically grounded. The sequence is consistent with common-sense expectations for robotic manipulation. However, the task is simple and the motion is highly controlled, so while it is physically and logically sound, it may not feel 'natural' or 'human-like' in its execution, which is why a 5 is not assigned. A 4 is appropriate as it is correct but not fully expressive of human-level interaction nuances."
RoboWM_011,4,"The robotic arm picks up the white cup from the table and moves it above the beige trash bin then releases the gripper so the cup falls into the bin. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm performing a standard pick-and-place task: it approaches a small white cup, grasps it, lifts it, moves it over a larger beige bin, and releases it. The gripper's jaws open and close without structural deformation, and the arm's joints move in a physically plausible manner consistent with its mechanical structure. There are no floating parts, no spontaneous object appearances, and the grasp is physically contact-based. The sequence is coherent and aligns with common-sense expectations for robotic manipulation. However, the task is simple and the motion is somewhat robotic and lacks the subtle nuances of human interaction, which might prevent it from being rated 5. A score of 4 is appropriate as it is fully consistent with human-level expectations for a robotic task, but not perfectly naturalistic."
RoboWM_012,4,"The robotic arm picks up the white cup from the table and moves it above the beige trash bin then releases the gripper so the cup falls into the bin. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm performing a standard pick-and-place task: it grasps a small white cup, lifts it, moves it over a larger beige bin, and releases it. The gripper opens and closes without structural deformation, and the arm's joints move in a mechanically plausible manner. There are no floating parts, no spontaneous object appearances, and the grasp is physically grounded — the cup is clearly held by the gripper before being released. The sequence is consistent with human-level expectations for robotic manipulation. However, the task is simple and the scene is static, so while it is physically and logically sound, it lacks the complexity or nuance that might warrant a 5. A score of 4 is appropriate as it is fully consistent but not exceptionally rich in human-like interaction."
RoboWM_013,5,"The robotic arm picks up the white cup from the table to a certain height. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm picking up a white cup from a table and lifting it to a certain height. The gripper's jaws open and close appropriately around the cup without deformation, and the arm's joints move in a physically plausible manner consistent with its mechanical structure. There are no floating parts, no spontaneous object appearances, and the cup is clearly grasped and held in contact with the gripper during the lift. The motion is smooth and adheres to common-sense expectations for robotic manipulation. No anomalies are present."
RoboWM_014,5,"The robotic arm picks up the white cup from the table to a certain height. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm moving toward and grasping a white cup on a table. The gripper opens and closes around the cup without deformation, and the arm's joints move in a physically plausible manner consistent with its mechanical structure. There are no floating parts, no spontaneous object appearances, and the grasp is physically grounded with clear contact. The motion sequence is smooth and follows common-sense expectations for robotic manipulation. No anomalies are present, and the behavior is entirely consistent with human-level understanding of robotic tasks."
RoboWM_015,4,"The robotic arm picks up the white cup from the table to a certain height. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm moving toward a white cup, closing its gripper around it, lifting it to a certain height, and then placing it back down. The gripper's jaws open and close without structural deformation, and the arm's joints move in a physically plausible, mechanically constrained manner. There are no floating parts, no spontaneous object appearances, and the grasp is physically contact-based. The sequence aligns with common-sense expectations for a robotic manipulation task. However, the motion is very smooth and the transition between frames is idealized, which may slightly reduce realism, but does not constitute a violation. Therefore, a score of 4 is appropriate, as it is consistent with human-level expectations but not perfectly detailed or realistic in motion."
RoboWM_016,5,"The robotic arm picks up the white cup from the table to a certain height. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm picking up a white cup from a table, with the gripper's jaws opening and closing around the cup, and the arm moving in a physically plausible manner. There are no floating parts, no spontaneous object appearances, and the grasp is physically grounded — the cup is clearly held by the gripper with visible contact. The motion adheres to the robot's mechanical structure and the camera perspective is static. This sequence aligns with common-sense expectations for robotic manipulation."
RoboWM_017,5,"The robotic arm picks up the white cube from the table to a certain height. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm interacting with a white cup on a table. The arm's movements are smooth and physically plausible, with no floating, penetration, or spontaneous appearance of objects. The gripper opens and closes appropriately to grasp and release the cup, maintaining physical contact throughout. The motion follows the arm's mechanical structure, and the camera perspective is static. All actions are consistent with real-world robotic manipulation and human-level expectations for such a task."
RoboWM_018,5,"The robotic arm picks up the white cup from the table to a certain height. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm picking up a white cup from a table and lifting it to a certain height. The gripper's jaws open and close around the cup, and the arm moves in a physically plausible manner without deformation or penetration. There are no floating parts, spontaneous appearances, or false grasps. The motion is consistent with the mechanical structure of the robot and aligns with common-sense expectations for robotic manipulation. The sequence is coherent and free of major anomalies."
RoboWM_019,5,"The robotic arm picks up the banana from the table to a certain height. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm picking up a banana in a physically plausible manner. There are no floating parts, no spontaneous object appearances, and the grasp is clearly established through physical contact. The motion adheres to the mechanical structure of the arm, and the camera perspective is fixed as described. The sequence follows common-sense expectations for robotic manipulation: approach, grasp, lift, and release. No anomalies are present."
RoboWM_020,5,"The robotic arm picks up the banana from the table to a certain height. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm picking up a banana in a physically plausible manner. The gripper opens and closes around the banana without deformation, the arm joints move according to mechanical constraints, and the camera perspective is static. There are no floating parts, no spontaneous object appearances, and the grasp is physically grounded with clear contact. The sequence aligns with common-sense expectations for robotic manipulation."
RoboWM_021,5,"The robotic arm picks up the brown paper cup from the tabletop to a certain height. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm picking up a brown paper cup from a table. The gripper's jaws open and close around the cup, and the arm lifts the cup to a certain height before releasing it. The motion is physically plausible: the gripper makes contact with the cup, closes around it, lifts it without deformation, and then releases it. There are no floating parts, no spontaneous object appearances, and no false grasps. The robotic arm's joint movements follow its mechanical structure, and the camera perspective remains unchanged. This sequence aligns with common-sense expectations for a robotic grasping task."
RoboWM_022,5,"The robotic arm picks up the brown paper cup from the table to a certain height. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm picking up a brown paper cup in a physically plausible manner. The gripper closes around the cup with clear contact, and the cup moves with the gripper without floating or penetrating other objects. The arm's motion follows its mechanical structure, and the camera perspective is consistent. There are no spontaneous appearances or non-contact attachments. The sequence aligns with common-sense expectations for robotic manipulation."
RoboWM_023,5,"The robotic arm pulls the yellow cube on the table inward a short distance. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm interacting with a yellow cube on a table. The arm's joints move in a physically plausible manner consistent with its mechanical structure. The gripper opens and closes around the cube, and the cube is pulled inward without floating or penetrating other objects. There are no spontaneous appearances, and the grasp is physically grounded. The motion is consistent with human expectations for robotic manipulation. However, the sequence is very short and lacks the full context of a complete task, but the visible actions are mechanically and physically sound."
RoboWM_024,5,"The robotic arm pulls the yellow cube on the table inward a short distance. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm interacting with a yellow cube on a table. The arm's motion is smooth and physically plausible, with the gripper closing around the cube and pulling it inward. There are no floating parts, no spontaneous object appearances, and the grasp is physically grounded with clear contact. The sequence adheres to common-sense expectations for robotic manipulation, even though it is AI-generated. The motion is consistent with the described task and mechanical constraints."
RoboWM_025,5,"The robotic arm pulls the yellow cube on the table inward a short distance. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm interacting with a yellow cube on a table. The gripper opens and closes around the cube without structural deformation, and the arm moves in a physically plausible manner consistent with its mechanical structure. There are no floating parts, no spontaneous object appearances, and the grasp is physically grounded with clear contact. The motion of pulling the cube inward is a simple, common robotic manipulation task that aligns with human-level expectations. All frames are consistent with the described action and no anomalies are present."
RoboWM_026,5,"The robotic arm pulls the white tape on the table inward a short distance. Throughout the entire sequence, the gripper undergoes no structural deformation, only the opening angle of its jaws changes; the rotational movements of the robotic arm joints strictly adhere to its inherent mechanical structure; and the camera perspective remains completely unchanged.","The video shows a robotic arm interacting with a tape roll in a physically plausible manner. There are no floating parts, no spontaneous object appearances, and the gripper maintains contact with the tape while pulling it inward. The motion is consistent with the described task and the robot's mechanical structure. The sequence aligns with human-level expectations for robotic manipulation of an object on a table."
